id,label
533,1
534,0
535,0
536,1
537,1
538,0
539,0
540,0
541,0
542,1
543,0
544,1
545,0
546,0
547,1
548,0
549,0
550,1
551,0
552,0
553,1
554,1
555,1
556,0
557,1
558,0
559,0
560,1
561,1
562,1
563,0
564,0
565,1
566,0
567,0
568,1
569,1
570,1
571,1
572,0
573,1
574,0
575,0
576,0
577,0
578,0
579,1
580,1
581,1
582,1
583,1
584,0
585,0
586,0
587,0
588,0
589,0
590,1
591,1
592,1
593,1
594,1
595,0
596,1
597,1
598,0
599,1
600,0
601,1
602,0
603,1
604,0
605,0
606,0
607,0
608,1
609,0
610,0
611,1
612,1
613,0
614,1
615,1
616,0
617,1
618,0
619,0
620,0
621,0
622,1
623,0
624,0
625,1
626,1
627,1
628,1
629,1
630,0
631,1
632,0
633,1
634,1
635,0
636,1
637,1
638,0
639,0
640,0
641,1
642,0
643,0
644,1
645,0
646,1
647,1
648,1
649,1
650,1
651,0
652,1
653,1
654,1
655,1
656,0
657,1
658,1
659,0
660,1
661,0
662,0
663,0
664,0
665,0
666,1
667,1
668,1
669,1
670,1
671,0
672,0
673,0
674,1
675,1
676,0
677,0
678,0
679,1
680,0
681,1
682,1
683,0
684,1
685,0
686,0
687,1
688,0
689,0
690,1
691,0
692,1
693,1
694,0
695,0
696,0
697,1
698,1
699,0
700,1
701,1
702,1
703,0
704,0
705,1
706,0
707,1
708,0
709,1
710,1
711,1
712,1
713,1
714,0
715,1
716,1
717,0
718,0
719,1
720,0
721,0
722,1
723,0
724,0
725,1
726,0
727,1
728,1
729,0
730,0
731,0
732,0
733,1
734,0
735,0
736,0
737,1
738,1
739,0
740,0
741,0
742,0
743,1
744,0
745,0
746,0
747,1
748,0
749,1
750,1
751,0
752,0
753,0
754,1
755,0
756,0
757,1
758,1
759,0
760,1
761,1
762,0
763,0
764,0
765,0
766,1
767,1
768,1
769,0
770,1
771,0
772,0
773,1
774,0
775,1
776,1
777,1
778,1
779,1
780,0
781,1
782,0
783,1
784,0
785,0
786,1
787,0
788,1
789,0
790,1
791,1
792,1
793,1
794,1
795,1
796,1
797,1
798,1
799,1
800,1
801,0
802,0
803,0
804,0
805,1
806,1
807,0
808,0
809,0
810,1
811,1
812,1
813,0
814,0
815,0
816,0
817,0
818,0
819,1
820,0
821,1
822,1
823,0
824,1
825,0
826,1
827,0
828,1
829,0
830,1
831,1
832,0
833,1
834,0
835,0
836,0
837,0
838,0
839,1
840,1
841,1
842,1
843,1
844,0
845,1
846,0
847,1
848,0
849,1
850,1
851,0
852,1
853,1
854,1
855,0
856,0
857,0
858,0
859,1
860,0
861,1
862,0
863,0
864,0
865,0
866,0
867,0
868,0
869,1
870,1
871,0
872,1
873,1
874,0
875,0
876,1
877,0
878,0
879,1
880,0
881,1
882,0
883,1
884,0
885,0
886,0
887,0
888,0
889,0
890,0
891,1
892,0
893,1
894,1
895,0
896,1
897,0
898,0
899,1
900,0
901,1
902,1
903,1
904,1
905,0
906,0
907,1
908,1
909,0
910,0
911,1
912,1
913,0
914,0
915,0
916,1
917,0
918,1
919,0
920,1
921,1
922,0
923,1
924,1
925,1
926,0
927,1
928,0
929,0
930,0
931,1
932,1
933,1
934,1
935,0
936,1
937,1
938,0
939,1
940,0
941,1
942,1
943,0
944,0
945,1
946,0
947,1
948,1
949,0
950,0
951,1
952,0
953,0
954,0
955,1
956,1
957,1
958,1
959,1
960,1
961,0
962,0
963,0
964,1
965,0
966,0
967,0
968,0
969,1
970,0
971,1
972,1
973,0
974,1
975,1
976,1
977,1
978,0
979,0
980,1
981,1
982,1
983,1
984,1
985,1
986,1
987,1
988,0
989,0
990,0
991,0
992,1
993,1
994,1
995,0
996,1
997,1
998,0
999,0
1000,0
1001,1
1002,1
1003,0
1004,0
1005,0
1006,1
1007,1
1008,1
1009,0
1010,0
1011,1
1012,0
1013,1
1014,1
1015,0
1016,0
1017,1
1018,1
1019,1
1020,1
1021,0
1022,1
1023,0
1024,0
1025,1
1026,0
1027,1
1028,1
1029,1
1030,1
1031,1
1032,1
1033,1
1034,0
1035,0
1036,1
1037,1
1038,1
1039,1
1040,0
1041,1
1042,1
1043,0
1044,0
1045,1
1046,1
1047,1
1048,0
1049,1
1050,1
1051,0
1052,1
1053,0
1054,1
1055,0
1056,0
1057,1
1058,1
1059,0
1060,1
1061,0
1062,1
1063,1
1064,1
1065,0
1066,0
1067,1
1068,1
1069,0
1070,1
1071,0
1072,1
1073,1
1074,0
1075,1
1076,1
1077,1
1078,1
1079,1
1080,0
1081,0
1082,1
1083,0
1084,0
1085,1
1086,0
1087,1
1088,1
1089,0
1090,1
1091,0
1092,1
1093,0
1094,1
1095,0
1096,0
1097,0
1098,1
1099,0
1100,0
1101,0
1102,0
1103,0
1104,0
1105,0
1106,1
1107,0
1108,0
1109,0
1110,0
1111,1
1112,1
1113,0
1114,1
1115,0
1116,0
1117,1
1118,0
1119,1
1120,1
1121,1
1122,0
1123,1
1124,0
1125,0
1126,0
1127,0
1128,1
1129,0
1130,0
1131,0
1132,0
1133,1
1134,0
1135,1
1136,0
1137,1
1138,0
1139,1
1140,0
1141,0
1142,1
1143,0
1144,1
1145,0
1146,1
1147,1
1148,0
1149,1
1150,1
1151,0
1152,0
1153,1
1154,0
1155,0
1156,0
1157,0
1158,0
1159,0
1160,0
1161,1
1162,0
1163,1
1164,1
1165,1
1166,1
1167,1
1168,1
1169,0
1170,0
1171,1
1172,1
1173,1
1174,1
1175,0
1176,1
1177,1
1178,1
1179,1
1180,1
1181,1
1182,0
1183,0
1184,1
1185,1
1186,0
1187,1
1188,0
1189,1
1190,0
1191,1
1192,1
1193,0
1194,1
1195,0
1196,0
1197,0
1198,0
1199,0
1200,1
1201,1
1202,1
1203,0
1204,1
1205,1
1206,0
1207,1
1208,0
1209,1
1210,0
1211,0
1212,1
1213,0
1214,0
1215,0
1216,0
1217,0
1218,0
1219,1
1220,1
1221,1
1222,0
1223,1
1224,0
1225,1
1226,0
1227,1
1228,0
1229,0
1230,1
1231,1
1232,1
1233,0
1234,1
1235,1
1236,0
1237,0
1238,0
1239,0
1240,1
1241,1
1242,0
1243,1
1244,0
1245,1
1246,1
1247,1
1248,0
1249,1
1250,1
1251,0
1252,0
1253,0
1254,0
1255,0
1256,1
1257,1
1258,0
1259,1
1260,0
1261,0
1262,1
1263,0
1264,0
1265,1
1266,0
1267,0
1268,0
1269,1
1270,0
1271,0
1272,0
1273,0
1274,0
1275,1
1276,0
1277,1
1278,0
1279,1
1280,1
1281,0
1282,0
1283,1
1284,1
1285,1
1286,0
1287,1
1288,0
1289,0
1290,0
1291,1
1292,0
1293,1
1294,1
1295,1
1296,0
1297,1
1298,0
1299,0
1300,1
1301,0
1302,1
1303,0
1304,1
1305,0
1306,1
1307,1
1308,1
1309,0
1310,1
1311,0
1312,1
1313,0
1314,1
1315,0
1316,0
1317,1
1318,0
1319,0
1320,0
1321,0
1322,1
1323,1
1324,0
1325,0
1326,1
1327,1
1328,0
1329,0
1330,0
1331,1
1332,1
1333,0
1334,0
1335,0
1336,0
1337,0
1338,0
1339,0
1340,1
1341,0
1342,1
1343,1
1344,0
1345,1
1346,1
1347,0
1348,1
1349,0
1350,1
1351,1
1352,1
1353,0
1354,1
1355,1
1356,1
1357,0
1358,1
1359,0
1360,1
1361,0
1362,0
1363,0
1364,0
1365,0
1366,0
1367,1
1368,1
1369,0
1370,0
1371,1
1372,1
1373,0
1374,1
1375,0
1376,1
1377,1
1378,0
1379,1
1380,0
1381,0
1382,1
1383,0
1384,1
1385,1
1386,1
1387,1
1388,1
1389,0
1390,1
1391,0
1392,0
1393,0
1394,1
1395,1
1396,1
1397,1
1398,0
1399,1
1400,1
1401,0
1402,1
1403,0
1404,0
1405,0
1406,1
1407,1
1408,1
1409,1
1410,0
1411,1
1412,1
1413,1
1414,0
1415,1
1416,0
1417,1
1418,0
1419,0
1420,0
1421,1
1422,1
1423,0
1424,0
1425,0
1426,1
1427,1
1428,1
1429,0
1430,0
1431,0
1432,0
1433,0
1434,1
1435,0
1436,1
1437,1
1438,0
1439,1
1440,1
1441,0
1442,0
1443,1
1444,1
1445,0
1446,0
1447,0
1448,0
1449,1
1450,1
1451,1
1452,0
1453,0
1454,0
1455,1
1456,0
1457,0
1458,0
1459,1
1460,1
1461,0
1462,1
1463,0
1464,0
1465,0
1466,0
1467,0
1468,1
1469,0
1470,0
1471,1
1472,0
1473,0
1474,0
1475,0
1476,0
1477,0
1478,1
1479,1
1480,0
1481,1
1482,0
1483,1
1484,1
1485,1
1486,0
1487,1
1488,1
1489,1
1490,1
1491,1
1492,1
1493,0
1494,0
1495,1
1496,1
1497,0
1498,0
1499,0
1500,0
1501,1
1502,0
1503,1
1504,1
1505,1
1506,0
1507,0
1508,0
1509,1
1510,0
1511,1
1512,1
1513,1
1514,1
1515,1
1516,1
1517,1
1518,0
1519,1
1520,0
1521,0
1522,0
1523,1
1524,1
1525,1
1526,1
1527,1
1528,1
1529,0
1530,1
1531,1
1532,0
1533,0
1534,1
1535,1
1536,1
1537,1
1538,1
1539,1
1540,1
1541,1
1542,0
1543,1
1544,0
1545,1
1546,0
1547,1
1548,0
1549,1
1550,0
1551,0
1552,1
1553,1
1554,1
1555,0
1556,0
1557,1
1558,0
1559,0
1560,1
1561,1
1562,1
1563,1
1564,1
1565,1
1566,0
1567,1
1568,0
1569,0
1570,0
1571,1
1572,0
1573,0
1574,0
1575,0
1576,0
1577,1
1578,1
1579,1
1580,1
1581,0
1582,1
1583,0
1584,0
1585,0
1586,0
1587,0
1588,0
1589,1
1590,1
1591,1
1592,1
1593,1
1594,0
1595,1
1596,0
1597,0
1598,0
1599,1
1600,0
1601,0
1602,0
1603,0
1604,1
1605,1
1606,0
1607,1
1608,0
1609,1
1610,1
1611,0
1612,0
1613,1
1614,0
1615,1
1616,1
1617,1
1618,0
1619,1
1620,0
1621,1
1622,1
1623,0
1624,1
1625,1
1626,0
1627,1
1628,0
1629,1
1630,0
1631,1
1632,0
1633,0
1634,1
1635,0
1636,0
1637,1
1638,0
1639,1
1640,1
1641,0
1642,0
1643,0
1644,1
1645,0
1646,1
1647,1
1648,1
1649,0
1650,1
1651,1
1652,0
1653,1
1654,0
1655,1
1656,0
1657,1
1658,0
1659,0
1660,0
1661,0
1662,0
1663,0
1664,1
1665,1
1666,1
1667,1
1668,0
1669,1
1670,0
1671,0
1672,0
1673,1
1674,1
1675,0
1676,1
1677,1
1678,1
1679,1
1680,1
1681,0
1682,1
1683,1
1684,1
1685,0
1686,1
1687,0
1688,1
1689,0
1690,1
1691,0
1692,0
1693,1
1694,0
1695,0
1696,0
1697,1
1698,0
1699,0
1700,0
1701,0
1702,1
1703,1
1704,0
1705,0
1706,1
1707,0
1708,1
1709,0
1710,1
1711,1
1712,1
1713,1
1714,0
1715,1
1716,0
1717,0
1718,0
1719,0
1720,1
1721,0
1722,0
1723,0
1724,1
1725,1
1726,1
1727,1
1728,0
1729,1
1730,1
1731,0
1732,1
1733,0
1734,1
1735,1
1736,0
1737,0
1738,0
1739,0
1740,0
1741,0
1742,1
1743,0
1744,0
1745,1
1746,1
1747,1
1748,0
1749,0
1750,1
1751,0
1752,0
1753,0
1754,0
1755,0
1756,0
1757,1
1758,1
1759,1
1760,1
1761,1
1762,1
1763,0
1764,1
1765,0
1766,1
1767,1
1768,1
1769,1
1770,0
1771,1
1772,0
1773,0
1774,1
1775,1
1776,0
1777,0
1778,0
1779,1
1780,1
1781,1
1782,1
1783,1
1784,1
1785,1
1786,0
1787,0
1788,1
1789,1
1790,0
1791,0
1792,0
1793,1
1794,1
1795,1
1796,1
1797,1
1798,1
1799,0
1800,1
1801,0
1802,1
1803,0
1804,1
1805,0
1806,1
1807,1
1808,1
1809,0
1810,1
1811,1
1812,1
1813,1
1814,0
1815,1
1816,1
1817,0
1818,0
1819,1
1820,0
1821,0
1822,1
1823,0
1824,0
1825,0
1826,1
1827,1
1828,0
1829,1
1830,1
1831,0
1832,1
1833,0
1834,1
1835,0
1836,0
1837,1
1838,1
1839,1
1840,0
1841,0
1842,1
1843,0
1844,0
1845,1
1846,0
1847,0
1848,0
1849,0
1850,0
1851,0
1852,0
1853,0
1854,0
1855,1
1856,0
1857,1
1858,0
1859,0
1860,1
1861,1
1862,0
1863,1
1864,0
1865,1
1866,1
1867,1
1868,1
1869,0
1870,0
1871,0
1872,1
1873,0
1874,0
1875,0
1876,0
1877,1
1878,1
1879,1
1880,1
1881,0
1882,1
1883,0
1884,0
1885,1
1886,0
1887,1
1888,1
1889,0
1890,1
1891,1
1892,0
1893,1
1894,0
1895,0
1896,1
1897,0
1898,1
1899,1
1900,0
1901,0
1902,1
1903,1
1904,0
1905,0
1906,1
1907,0
1908,0
1909,0
1910,1
1911,1
1912,0
1913,1
1914,0
1915,1
1916,1
1917,0
1918,0
1919,0
1920,0
1921,0
1922,1
1923,1
1924,1
1925,0
1926,0
1927,1
1928,0
1929,0
1930,0
1931,0
1932,0
1933,0
1934,0
1935,0
1936,1
1937,1
1938,0
1939,1
1940,1
1941,0
1942,1
1943,0
1944,0
1945,0
1946,0
1947,0
1948,1
1949,0
1950,0
1951,0
1952,1
1953,1
1954,0
1955,0
1956,0
1957,0
1958,0
1959,1
1960,1
1961,0
1962,1
1963,0
1964,0
1965,0
1966,0
1967,0
1968,0
1969,0
1970,0
1971,1
1972,1
1973,0
1974,0
1975,0
1976,0
1977,0
1978,1
1979,0
1980,1
1981,1
1982,1
1983,0
1984,0
1985,0
1986,1
1987,1
1988,1
1989,0
1990,0
1991,1
1992,1
1993,0
1994,1
1995,1
1996,1
1997,0
1998,1
1999,1
2000,1
2001,0
2002,0
2003,1
2004,1
2005,1
2006,0
2007,0
2008,0
2009,0
2010,0
2011,1
2012,1
2013,0
2014,1
2015,0
2016,1
2017,1
2018,0
2019,1
2020,1
2021,1
2022,1
2023,0
2024,0
2025,1
2026,0
2027,1
2028,0
2029,0
2030,1
2031,0
2032,1
2033,0
2034,1
2035,0
2036,1
2037,1
2038,0
2039,0
2040,1
2041,0
2042,1
2043,1
2044,0
2045,0
2046,1
2047,0
2048,0
2049,0
2050,1
2051,0
2052,1
2053,1
2054,0
2055,0
2056,1
2057,1
2058,0
2059,0
2060,0
2061,0
2062,1
2063,0
2064,0
2065,1
2066,1
2067,1
2068,1
2069,0
2070,0
2071,0
2072,0
2073,0
2074,1
2075,1
2076,1
2077,0
2078,0
2079,1
2080,1
2081,0
2082,0
2083,1
2084,0
2085,1
2086,1
2087,1
2088,0
2089,1
2090,0
2091,1
2092,0
2093,0
2094,0
2095,0
2096,1
2097,0
2098,0
2099,0
2100,1
2101,1
2102,1
2103,0
2104,0
2105,0
2106,0
2107,0
2108,0
2109,0
2110,0
2111,0
2112,1
2113,0
2114,1
2115,1
2116,1
2117,1
2118,1
2119,1
2120,0
2121,0
2122,0
2123,1
2124,1
2125,0
2126,1
2127,0
2128,1
2129,1
2130,1
2131,0
2132,0
2133,1
2134,0
2135,1
2136,0
2137,1
2138,1
2139,1
2140,1
2141,1
2142,1
2143,1
2144,0
2145,1
2146,1
2147,1
2148,1
2149,1
2150,0
2151,0
2152,1
2153,1
2154,0
2155,0
2156,1
2157,1
2158,1
2159,1
2160,0
2161,0
2162,0
2163,0
2164,0
2165,1
2166,1
2167,1
2168,0
2169,0
2170,0
2171,1
2172,1
2173,1
2174,0
2175,1
2176,0
2177,0
2178,0
2179,0
2180,1
2181,1
2182,0
2183,1
2184,0
2185,1
2186,1
2187,0
2188,1
2189,0
2190,0
2191,0
2192,1
2193,0
2194,1
2195,0
2196,1
2197,1
2198,1
2199,0
2200,0
2201,0
2202,1
2203,0
2204,1
2205,1
2206,1
2207,0
2208,0
2209,1
2210,0
2211,0
2212,0
2213,1
2214,0
2215,1
2216,0
2217,1
2218,1
2219,1
2220,1
2221,0
2222,1
2223,1
2224,1
2225,0
2226,0
2227,0
2228,0
2229,1
2230,1
2231,0
2232,1
2233,1
2234,0
2235,1
2236,0
2237,0
2238,0
2239,1
2240,1
2241,0
2242,1
2243,1
2244,0
2245,1
2246,1
2247,0
2248,0
2249,1
2250,1
2251,1
2252,0
2253,0
2254,1
2255,0
2256,0
2257,0
2258,0
2259,0
2260,1
2261,0
2262,0
2263,0
2264,1
2265,1
2266,0
2267,1
2268,1
2269,1
2270,0
2271,0
2272,0
2273,1
2274,1
2275,1
2276,1
2277,0
2278,0
2279,0
2280,0
2281,1
2282,1
2283,0
2284,1
2285,0
2286,0
2287,0
2288,0
2289,0
2290,0
2291,0
2292,1
2293,1
2294,0
2295,0
2296,1
2297,1
2298,1
2299,0
2300,1
2301,0
2302,0
2303,1
2304,0
2305,0
2306,1
2307,1
2308,0
2309,0
2310,1
2311,0
2312,1
2313,1
2314,0
2315,0
2316,1
2317,0
2318,1
2319,0
2320,0
2321,0
2322,1
2323,1
2324,0
2325,0
2326,1
2327,1
2328,1
2329,1
2330,0
2331,1
2332,1
2333,0
2334,0
2335,1
2336,1
2337,1
2338,0
2339,1
2340,1
2341,0
2342,1
2343,1
2344,1
2345,0
2346,0
2347,1
2348,1
2349,0
2350,1
2351,0
2352,0
2353,0
2354,0
2355,0
2356,0
2357,1
2358,0
2359,1
2360,0
2361,1
2362,0
2363,0
2364,0
2365,1
2366,0
2367,0
2368,1
2369,1
2370,1
2371,0
2372,0
2373,0
2374,1
2375,0
2376,1
2377,1
2378,1
2379,1
2380,0
2381,0
2382,1
2383,0
2384,0
2385,0
2386,0
2387,0
2388,0
2389,0
2390,1
2391,1
2392,0
2393,0
2394,1
2395,0
2396,1
2397,1
2398,1
2399,1
2400,0
2401,0
2402,1
2403,1
2404,1
2405,0
2406,1
2407,1
2408,0
2409,0
2410,0
2411,0
2412,1
2413,1
2414,0
2415,1
2416,1
2417,1
2418,1
2419,1
2420,1
2421,1
2422,1
2423,0
2424,0
2425,1
2426,1
2427,1
2428,0
2429,1
2430,0
2431,1
2432,1
2433,1
2434,1
2435,1
2436,1
2437,0
2438,0
2439,1
2440,1
2441,0
2442,1
2443,0
2444,0
2445,0
2446,1
2447,0
2448,1
2449,0
2450,0
2451,0
2452,1
2453,1
2454,1
2455,1
2456,0
2457,0
2458,1
2459,1
2460,1
2461,1
2462,1
2463,0
2464,1
2465,0
2466,0
2467,1
2468,0
2469,0
2470,1
2471,1
2472,0
2473,1
2474,1
2475,1
2476,0
2477,0
2478,0
2479,1
2480,1
2481,0
2482,0
2483,0
2484,1
2485,0
2486,0
2487,0
2488,0
2489,0
2490,1
2491,1
2492,0
2493,0
2494,0
2495,0
2496,0
2497,1
2498,0
2499,0
2500,0
2501,0
2502,0
2503,1
2504,0
2505,0
2506,1
2507,0
2508,0
2509,0
2510,0
2511,0
2512,0
2513,1
2514,1
2515,1
2516,0
2517,1
2518,0
2519,1
2520,1
2521,1
2522,1
2523,0
2524,0
2525,0
2526,0
2527,0
2528,1
2529,1
2530,0
2531,0
2532,0
2533,1
2534,0
2535,0
2536,0
2537,0
2538,1
2539,0
2540,0
2541,1
2542,0
2543,1
2544,1
2545,0
2546,0
2547,0
2548,1
2549,1
2550,0
2551,1
2552,0
2553,1
2554,0
2555,0
2556,0
2557,1
2558,0
2559,1
2560,0
2561,0
2562,1
2563,1
2564,0
2565,1
2566,1
2567,1
2568,0
2569,0
2570,1
2571,1
2572,1
2573,0
2574,1
2575,1
2576,1
2577,1
2578,0
2579,1
2580,0
2581,1
2582,1
2583,0
2584,1
2585,0
2586,1
2587,0
2588,1
2589,0
2590,0
2591,1
2592,1
2593,0
2594,0
2595,0
2596,0
2597,0
2598,1
2599,0
2600,1
2601,1
2602,1
2603,1
2604,1
2605,1
2606,1
2607,1
2608,1
2609,1
2610,1
2611,1
2612,0
2613,1
2614,1
2615,1
2616,1
2617,1
2618,0
2619,0
2620,1
2621,1
2622,1
2623,1
2624,0
2625,0
2626,0
2627,1
2628,1
2629,1
2630,0
2631,0
2632,0
2633,1
2634,0
2635,1
2636,1
2637,1
2638,0
2639,1
2640,1
2641,1
2642,1
2643,1
2644,0
2645,0
2646,1
2647,0
2648,0
2649,0
2650,1
2651,0
2652,0
2653,0
2654,1
2655,0
2656,1
2657,1
2658,1
2659,0
2660,1
2661,1
2662,0
2663,0
2664,0
2665,1
2666,0
2667,0
2668,0
2669,1
2670,0
2671,0
2672,0
2673,1
2674,0
2675,0
2676,0
2677,0
2678,0
2679,0
2680,1
2681,1
2682,1
2683,1
2684,0
2685,1
2686,0
2687,0
2688,1
2689,0
2690,1
2691,0
2692,1
2693,1
2694,0
2695,0
2696,1
2697,0
2698,0
2699,0
2700,0
2701,0
2702,1
2703,0
2704,1
2705,1
2706,0
2707,0
2708,0
2709,1
2710,0
2711,0
2712,1
2713,0
2714,1
2715,1
2716,0
2717,0
2718,1
2719,1
2720,0
2721,0
2722,0
2723,1
2724,0
2725,0
2726,1
2727,0
2728,1
2729,1
2730,0
2731,1
2732,1
2733,0
2734,1
2735,1
2736,1
2737,1
2738,1
2739,0
2740,1
2741,1
2742,0
2743,1
2744,0
2745,0
2746,0
2747,1
2748,1
2749,1
2750,0
2751,0
2752,0
2753,1
2754,0
2755,1
2756,1
2757,0
2758,1
2759,1
2760,1
2761,0
2762,0
2763,0
2764,0
2765,1
2766,1
2767,1
2768,0
2769,1
2770,0
2771,0
2772,1
2773,0
2774,0
2775,1
2776,1
2777,1
2778,1
2779,0
2780,0
2781,1
2782,0
2783,0
2784,0
2785,0
2786,1
2787,1
2788,0
2789,0
2790,1
2791,1
2792,0
2793,1
2794,1
2795,0
2796,0
2797,0
2798,0
2799,1
2800,1
2801,1
2802,0
2803,0
2804,1
2805,0
2806,1
2807,1
2808,0
2809,0
2810,0
2811,1
2812,1
2813,0
2814,0
2815,0
2816,0
2817,1
2818,0
2819,1
2820,0
2821,1
2822,1
2823,0
2824,0
2825,0
2826,1
2827,0
2828,0
2829,1
2830,0
2831,0
2832,0
2833,1
2834,1
2835,1
2836,0
2837,0
2838,1
2839,1
2840,1
2841,0
2842,0
2843,1
2844,1
2845,0
2846,0
2847,0
2848,1
2849,1
2850,0
2851,1
2852,1
2853,0
2854,1
2855,0
2856,1
2857,0
2858,0
2859,1
2860,0
2861,0
2862,0
2863,1
2864,1
2865,0
2866,0
2867,1
2868,0
2869,1
2870,0
2871,1
2872,0
2873,1
2874,1
2875,1
2876,1
2877,0
2878,0
2879,1
2880,1
2881,1
2882,1
2883,0
2884,1
2885,0
2886,0
2887,1
2888,0
2889,1
2890,0
2891,0
2892,1
2893,0
2894,0
2895,0
2896,0
2897,1
2898,0
2899,1
2900,1
2901,1
2902,0
2903,1
2904,0
2905,1
2906,1
2907,0
2908,0
2909,1
2910,1
2911,1
2912,1
2913,1
2914,1
2915,1
2916,0
2917,0
2918,0
2919,1
2920,1
2921,1
2922,0
2923,0
2924,0
2925,1
2926,1
2927,0
2928,0
2929,0
2930,1
2931,0
2932,1
2933,0
2934,0
2935,1
2936,1
2937,0
2938,0
2939,0
2940,0
2941,1
2942,1
2943,0
2944,0
2945,1
2946,0
2947,0
2948,0
2949,0
2950,0
2951,1
2952,1
2953,1
2954,1
2955,1
2956,1
2957,1
2958,1
2959,1
2960,1
2961,0
2962,0
2963,0
2964,1
2965,1
2966,0
2967,1
2968,1
2969,0
2970,1
2971,0
2972,1
2973,1
2974,0
2975,0
2976,0
2977,1
2978,0
2979,0
2980,1
2981,1
2982,1
2983,0
2984,0
2985,0
2986,0
2987,1
2988,0
2989,0
2990,0
2991,1
2992,1
2993,1
2994,0
2995,1
2996,1
2997,0
